topic,aliases,topic_desc,knowledge_class,topic_desc_basic,knowledge_class_basic,tags,category
ascadian_isles,,"The Ascadian Isles are fertile, lush agricultural lowlands in southwestern Vvardenfell, predominantly governed by House Hlaalu. Benefiting from a temperate climate and moderate rainfall, the nutrient-rich region hosts numerous farms and plantations, including the Dren Plantation, where Hlaalu councilors exploit the soil and breed netch for leather. The scattered islands offer easy transit, save for Lake Amaya. Major settlements include Vivec, Castle Ebonheart, Suran, and Pelagiad, featuring a blend of Hlaalu, Velothi, and Imperial architecture. The region spans from Ebonheart north to the Ashlands past the Fields of Kummu, bordered by the Foyada Mamaea and the Daedric shrine of Ald Sotha.","traveler, scholar, ascadian_isles","The Ascadian Isles are fertile, temperate lowlands in southwestern Vvardenfell primarily controlled by House Hlaalu. Rich soil sustains numerous farms and plantations. Major settlements include Vivec, Castle Ebonheart, Suran, and Pelagiad, displaying mixed Hlaalu, Velothi, and Imperial architecture.","common, ascadian_isles","Vvardenfell, House Hlaalu, agriculture, plantations, Vivec, Ebonheart, Suran, Pelagiad, Lake Amaya, Dren Plantation, lowlands",regions
ashlands,,"The Ashlands form the largest contiguous region of Vvardenfell, a dry, inhospitable wasteland defined by stone obelisks, bubbling ash mires, and sparse, highly adapted flora like trama and fire fern. Frequent ash storms spread the Blight across the interior, which remains largely devoid of permanent settlements due to scarce water and vegetation. House Redoran holds the western margin around Ald'ruhn, while the Temple maintains the pilgrimage shrine at Maar Gan. The Urshilaku Ashlanders range the far northwest, and Ghostgate stands as the major fortified exception in the interior. Rogue Telvanni, bandits, and vampires encroach upon the remaining wastes, and scattered Dwemer and Daedric ruins dot the landscape.","traveler, scholar, ashlands, ashlander","The Ashlands are the largest region of Vvardenfell, a dry, inhospitable wasteland of stone obelisks, ash mires, and sparse vegetation. Frequent ash storms spread the Blight. House Redoran controls the western edge, the Urshilaku Ashlanders roam the northwest, and the interior is largely empty except for Ghostgate and scattered ruins.","common, ashlands, ashlander","Vvardenfell, Ashlands, Ashlander, Urshilaku, Redoran, Ghostgate, Maar Gan, Blight, Red Mountain, wasteland",regions
grazelands,,"The Grazelands, known as Sunna Guradan, are the pastoral plains of northeastern Vvardenfell, stretching from Falensarano north to the coast above Tel Vos and east to Zafirbel Bay, bounded by the Ashlands mountains to the west. Wickwheat and stoneflower dominate the flora, with hackle-lo shrubs flourishing in the south. Wild guar, alit, and shalk roam the grasslands, and Daedra including golden saints and ogrim wander the sparsely populated open. Most of the region falls under Temple authority. Nomadic Ashlanders form the primary population, anchored by the Ahemmusa and Zainab camps. House Telvanni maintains a growing presence through Tel Vos, Master Aryon's tower, and the settlement of Vos, positioning the House to make future claims. Significant ruins are few, limited to the Dwemer site of Nchuleft, the Daedric shrine Kushtashpi, and the strongholds Falensarano and Indoranyon.","traveler, scholar, grazelands, ashlander","The Grazelands, or Sunna Guradan, are the pastoral plains of northeastern Vvardenfell, bounded by the Ashlands to the west and Zafirbel Bay to the east. Wickwheat and stoneflower dominate the landscape. Sparsely populated, the region falls under Temple authority and is primarily inhabited by nomadic Ashlanders of the Ahemmusa and Zainab camps. House Telvanni maintains a growing presence through Tel Vos and Vos.","common, grazelands, ashlander","Vvardenfell, plains, Ashlanders, Ahemmusa, Zainab, House Telvanni, Tel Vos, wickwheat, Temple, Zafirbel Bay, Falensarano, Daedra",regions
molag_amur,,"Molag Amur is a vast, arid volcanic region forming the southern expanse of Vvardenfell's Ashlands, distinguished from the north by its surface lava rivers and pools. Its dark rock and ash overlays support sparse flora like trama root and fire petal, while hosting kagouti, alit, and frequent Daedra including atronachs and scamps. Foyadas serve as primary routes toward pilgrim sites at Mount Assarnibibi and Mount Kand. No Great House dominates; inhabitants are largely renegade mages, though House Telvanni claims a foothold at Tel Uvirith and the Erabenimsun Ashlander tribe occupies the east. Tribunal mythology holds the region was home to monsters born of Molag Bal and Vivec.","traveler, scholar, molag_amur, ashlander","Molag Amur is a vast, harsh volcanic region in southern Vvardenfell, distinguished from the northern Ashlands by its surface lava flows. The arid, ash-covered land hosts sparse vegetation, hostile wildlife, and frequent Daedra. Foyadas provide travel routes to important Tribunal pilgrim sites. No Great House controls the region, though Ashlanders of the Erabenimsun tribe dwell in its eastern reaches.","common, molag_amur, ashlander","volcanic, lava, foyada, ashlands, Vvardenfell, pilgrimage, Daedra, Erabenimsun, Mount Kand, Mount Assarnibibi, Arkngthand, Molag Mar",regions
azuras_coast,,"Azura's Coast encompasses the numerous islands south and east of Vvardenfell, stretching from the southern isles east of Ald Sotha northward along the eastern coast and Zafirbel Bay, including three southeastern peninsulas where a shrine to Azura stands. The region is also called the Telvanni Coast, reflecting House Telvanni's firm hold over its desolate, rocky terrain. Tel Mora, Tel Aruhn, Sadrith Mora, Tel Fyr, and Tel Branora are its principal settlements. Wizards, sorcerers, necromancers, and Ashlander Mabrigashes occupy Velothi ruins and caves throughout, while ancient Telvanni lords—often millennia old—treat the Tribunal as peers rather than gods. Imperial and Temple authority barely extends beyond Sadrith Mora. Ancestral tombs and Daedric shrines dot the islands, and bandits plague travelers despite regular rainfall and hardy flora.","traveler, scholar, azuras_coast","Azura's Coast is the island-dotted region south and east of Vvardenfell, named for a shrine to the Daedric Prince on its southeastern peninsulas. House Telvanni claims most of this desolate coast, where wizard towers, ancestral tombs, and Daedric ruins stand among rocky shores and scattered Ashlander camps.",common,"islands, Vvardenfell, House Telvanni, Zafirbel Bay, Daedric shrine, Ashlander, ancestral tombs, Sadrith Mora, eastern coast, rocky terrain",regions
sheogorad,Sheogorad Region,"Sheogorad is a wild maritime archipelago of approximately 28 islands in the Sea of Ghosts off Vvardenfell's northern coast. The region is defined by high pillar-like menhirs and treacherous submerged rocks that make marine navigation nearly impossible. Largely hostile and uninhabited, it experiences a colder climate than the Vvardenfell mainland. The sole accessible port, Dagon Fel, sits on the main island and can only be reached by skirting the region and approaching from the north.","traveler, scholar, sheogorad","Sheogorad is a rugged archipelago of roughly 28 islands in the Sea of Ghosts off northern Vvardenfell. Treacherous rocks and menhirs make sailing here extremely dangerous. The cold, largely uninhabited region is accessible only through Dagon Fel, its sole port on the main island.","common, sheogorad","archipelago, Sea of Ghosts, Vvardenfell, Dagon Fel, menhirs, islands, northern coast, maritime",regions
west_gash,,"The West Gash forms the western highlands of Vvardenfell, a vast corridor of rocky scrubland stretching from Balmora and the Odai River north to the Sea of Ghosts at Khuul. Bounded by the Bitter Coast to the west and the Ashlands to the east, its terrain features natural rock bridges and arches inland, transitioning to sparse northern highland forest. House Redoran holds traditional jurisdiction, with councilors governing its northern, western, and southern districts, though House Hlaalu's control of Balmora and the Imperial-chartered Caldera—whose mining company holds an ebony monopoly—creates persistent factional tension. Imperial presence is anchored by Fort Moonmoth and Fort Darius. Blighted creatures occasionally threaten travelers, while ruined Daedric shrines attract Orcish worshippers.","traveler, scholar, west_gash","The West Gash comprises the western highlands of Vvardenfell, stretching from Balmora north to the Sea of Ghosts. This rocky scrubland, marked by natural rock bridges, separates the Bitter Coast from the Ashlands. Notable settlements include Balmora, Caldera, Gnisis, and Khuul, with Imperial garrisons and ebony mining operations alongside traditional Redoran governance.","common, west_gash","Vvardenfell, West Gash, highlands, House Redoran, House Hlaalu, Caldera, Balmora, ebony, Imperial Legion, Daedric shrines, Gnisis, Khuul",regions
clockwork_city,Clockwork Realm,"The Clockwork City, also called the Brass-Throat, is the eponymous realm of Sotha Sil, crafted to replicate the mythic structures of Nirn in metallic miniature. Existing as a metaphysical plane within a seemingly mundane clockwork globe, its interior is an expansive mechanical world. It is regarded as an incomprehensibly powerful world-shaping device; altering the City may alter Tamriel itself. Accessible only via extraordinary magic—such as Barilzar's Mazed Band—the City is tended by Clockwork Apostles who seek to forge a perfected Second Nirn, free of Daedric influence. Its tunnels, filled with Dwemer-inspired machinery and Fabricants, represent the living god's ongoing endeavor to reshape the flawed Aedric creation.","scholar, esoteric, mage, tribunal_temple, mournhold","The Clockwork City is a legendary mechanical realm created by the god Sotha Sil. Hidden beneath Mournhold and accessible only by powerful teleportation magic, it is said to be a metallic simulacrum of Nirn. The Tribunal Temple guards knowledge of its existence, though its true purpose and inner workings remain a mystery to all but Sotha Sil's devoted followers.","esoteric, tribunal_temple, mournhold","Sotha Sil, Tribunal, Mournhold, Fabricants, Clockwork Apostles, Dwemer, metaphysical plane, Barilzar's Mazed Band, Nirn-Ensuing, Brass-Throat",locations
necrom,City of the Dead,"Necrom is one of the eight major mainland cities of Morrowind, perched on the Padomaic Ocean along the eastern edge of the Padomaic Crest. As the center of ancestor worship, it bears the moniker City of the Dead, yet it remains a teeming, bustling metropolis for commerce, pilgrims, and the mournful throughout day and night. While modern Dunmer have left many ancient customs behind, Necrom helps them reconnect with that lost part of their history and ancestry. The city is traditionally ruled by the Keepers of the Dead, a monastic order serving as caretakers of both the city and its vast necropolis. The Keepers answer to the authority of the Tribunal Temple, and the surrounding eastern coast falls under the domain of House Indoril. The city's cemeteries are known to harbor malevolent beings, requiring the faithful to bury their dead by daylight and depart before nightfall.","scholar, dunmer, tribunal_temple","Necrom is a major mainland city on Morrowind's eastern coast, renowned as the center of ancestor worship and called the City of the Dead. Despite its name, it bustles with commerce and pilgrims. The monastic Keepers of the Dead govern the city and its vast necropolis under the Tribunal Temple's authority, while House Indoril holds sway over the surrounding region.","common, traveler, dunmer, tribunal_temple","city, mainland, Padomaic-Ocean, Padomaic-Crest, ancestor-worship, necropolis, Keepers-of-the-Dead, House-Indoril, pilgrimage, cemetery, eastern-Morrowind",settlements
scrib,,"Scribs are the larval stage of the kwama, large insects native to Morrowind whose colonies form the basis of the Dunmer egg mining economy. Though not aggressive, scribs defend themselves by secreting a substance that induces paralysis. Scrib jelly is harvested as a common food and alchemical ingredient. The scrib's image appears on banners throughout Vvardenfell to denote nearby taverns, reflecting its deep cultural familiarity among the Dunmer.","traveler, scholar, hunter, dunmer","Scribs are the larval form of the kwama, large insects kept in colonies for their eggs. Though unaggressive, they can paralyze attackers. Scrib jelly is a common Dunmer food, and the scrib image marks tavern banners across Vvardenfell.",common,"kwama, larva, insect, Morrowind, Dunmer, paralysis, scrib jelly, tavern, egg mine, Vvardenfell",creatures
silt_strider,,"Silt Striders are giant arthropods native to Morrowind, towering up to sixty feet high. Their tough carapaces allow them to endure Vvardenfell's harsh environments and survive the Ash Blight that exterminated many native species. Domesticated by the Dunmer, they serve as the primary civilian transport across an elaborate network connecting the island's cities. Caravaners steer the creatures by directly manipulating exposed organs and tissues using specialized hooks. Since the arthropods lack natural cavities, passenger and cargo compartments are hollowed directly into their chitinous shells. Cities like Gnisis and Molag Mar maintain dedicated docks to facilitate trade shipments. Desiccated remains frequently dot the Ashlands, testament to the creatures' enduring presence in the region.","scholar, traveler, dunmer","Silt Striders are towering giant arthropods native to Morrowind, commonly used as the primary means of civilian transport across Vvardenfell. Dunmer caravaners steer them by manipulating exposed organs with specialized hooks. Passengers and cargo ride in compartments hollowed directly into the creatures' chitinous shells.",common,"arthropod, transport, Vvardenfell, caravaner, domesticated, Morrowind, Ashlands, travel",creatures
nix_hound,,"Nix-hounds are bloodsucking insectoid pack-hunters native to Morrowind, classified as arthropods related to kwama and nix-oxen. They use a proboscis to drain prey, leaving meat-husks for scavengers. Aggressive and fast, they ambush victims in the wild but can be tamed into loyal pets, trackers, and watch-hounds by skilled handlers. Their corrosive saliva demands caution, and they are vulnerable to ash mites and blight. Dunmer utilize nix-hound meat for food and chili, their eyes for trade, and their parts in tribal customs. House Hlaalu bred the Coldspring variant for foreign climates, while rogue nix-hounds present a larger, deadlier threat.","traveler, scholar, hunter, dunmer","Nix-hounds are bloodsucking insectoid pack-hunters native to Morrowind. Known for their speed and ambush tactics, they drain prey using a proboscis. Though dangerous in the wild, they can be tamed as loyal pets and trackers. Dunmer commonly use their sweet meat for food and their parts in various customs.","common, hunter, dunmer","creatures, arthropod, predator, pack-hunter, Morrowind, Dunmer, pet, blight, Ashlander, Hlaalu",creatures
kwama,"Kwama colony, Egg mine","Kwama are large insectoids native to Morrowind that live in underground communal colonies. Each colony centers on a single immobile queen, who produces all the nest's eggs, and is attended by workers who dig tunnels and maintain the brood. Foragers, aggressive worm-like scouts, search for new nesting sites and prey, while warriors protect the colony from invaders. The scrib is the larval form, capable of paralyzing threats. Dunmer operate egg mines to harvest kwama eggs as a dietary staple, making the creatures economically vital. Kwama are distant relatives of nix-hounds and susceptible to blight diseases, which increase their aggression.","traveler, scholar, hunter, merchant, dunmer","Kwama are large insectoids native to Morrowind that live in underground colonies. They have a rigid caste system: a queen produces eggs, workers dig tunnels, foragers scout, and warriors defend the nest. Scribs are their larval form. Dunmer heavily rely on egg mines to harvest kwama eggs for food.","common, hunter, merchant, dunmer","insectoid, Morrowind, colony, egg mine, caste, scrib, queen, worker, forager, warrior, blight",creatures
netch,"Bull netch, Betty netch","Netch are large, generally peaceful creatures native to Morrowind that float through the air supported by internal sacks of magical gases, resembling airborne jellyfish. Males, called bull netches, are larger than the more easily provoked females, known as betty netches. Their tentacles bear barbs with active nematocysts, making them deadly when threatened. During breeding season, threatened betty netches and calves secrete pheromone oils that drive bull netches into aggression. Netch feed on fungi using a chitinous beak. They are hunted by Dunmer for their leather and other materials. Whether netch descended from the smaller Swamp Jellies of Black Marsh or originated independently remains debated among scholars.","traveler, scholar, hunter, dunmer","Large floating creatures native to Morrowind, netch resemble airborne jellyfish buoyed by internal gas sacks. Dunmer hunt them for their valuable leather. The larger males are called bull netches, while the smaller, more easily provoked females are known as betty netches. Though generally peaceful, their tentacle barbs can be deadly.",common,"creatures, Morrowind, airborne, jellyfish, cattle, leather, hunting, gas, tentacles, betty, bull",creatures
guar,,"Guar are large bipedal omnivorous reptiles native to Morrowind and Black Marsh, serving as the primary domesticated herd animals of these provinces. Characterized by endurance and intelligence, they are essential as pack beasts and mounts for Velothi ranchers and Ashland nomads, and are raised for their hides, meat, and eggs. Though usually docile, wild guar can be territorial. They are kin to the alit and kagouti, and numerous breeds exist, from the common freckled guar to the rare albino white guar, which features prominently in Ashlander prophecies. Dunmer traditionally employ Saxhleel slaves as guar-herds, though whether the species originated in Black Marsh or Morrowind remains disputed.","scholar, traveler, hunter, merchant, dunmer","Guar are large bipedal reptiles native to Morrowind and Black Marsh. They are the primary domesticated herd animal of these regions, widely used as pack beasts and mounts. Dunmer raise them for hides, meat, and eggs. Usually docile, wild guar can become aggressive. Rare white guar hold significance in Ashlander prophecies.",common,"guar, reptile, beast of burden, pack animal, mount, livestock, Morrowind, Black Marsh, Ashlander, white guar, breed",creatures
cliff_racer,,"Cliff racers are large, legless flying reptiles that dominate the skies of Morrowind. Recognizable by the prominent vertical sails along their spines and their lengthy tails, they include species such as the long-tailed and girdle-tailed varieties. Closely related to cliff striders and cliff darters, these creatures are notorious for their aggressive disposition and keen vision. They often detect travelers from great distances, descending in relentless swarms upon the unwary. Their pervasive presence makes them a constant hazard for hunters and Dunmeri travelers alike, earning them a widespread and bitter notoriety across the province.","scholar, traveler, hunter, dunmer","Cliff racers are large, aggressive flying reptiles ubiquitous across Morrowind. Distinguished by their legless bodies, long tails, and prominent vertical sails, they are a constant menace to travelers. With keen eyesight, they detect intruders from afar and attack in relentless swarms, making any journey through the province perilous.",common,"cliff racers, flying reptiles, Morrowind wildlife, pests, cliff striders, aggressive creatures",creatures
ash_vampires,Dagoth Ash Vampires,"Ash Vampires are powerful, high-ranking servants of Dagoth Ur, transformed through deep communion with his divine power and Corprus. Unlike lesser ash creatures, they retain considerable intelligence and arcane capability, serving as generals and lieutenants within House Dagoth. They are most commonly encountered within the Ghostfence and Red Mountain citadels, where they guard their master's strongholds and enact his will. Their distorted physiology reflects their profound connection to the Heart of Lorkhan.","scholar, esoteric, house_dagoth, red_mountain","Ash Vampires are powerful, corrupted servants of Dagoth Ur. Transformed by his power and the Corprus disease, they serve as elite guardians and leaders within House Dagoth, primarily found in the Red Mountain region.","esoteric, house_dagoth, red_mountain","ash vampire, dagoth ur, house dagoth, red mountain, corprus, sixth house, ash creature, blight",creatures
werewolves,Lycanthropes,"Werewolves are individuals afflicted with Sanies Lupinus, a contagious disease that transforms them into powerful, bloodthirsty beasts. During transformation, the subject's anatomy radically shifts: the heart swells first, followed by significant lengthening of the arms and feet, and the development of formidable claws. They exhibit severe bloodlust and stand notably taller than an Orc. Silver weapons are highly effective against them, while wolfsbane and belladonna prove toxic. The condition is widely feared across Tamriel, with active populations documented in regions like Skyrim and Morrowind, particularly on the island of Solstheim, where the Skaal have long contended with their presence.","scholar, hunter, skaal, solstheim","Werewolves are fearsome beasts afflicted with the contagious disease Sanies Lupinus. They stand taller than an Orc and possess immense strength, lethal claws, and a severe bloodlust. Silver weapons are notably effective against them, while wolfsbane and belladonna act as potent toxins. They are especially prevalent in Skyrim and on the island of Solstheim.","common, hunter, skaal, solstheim","beasts, lycanthropy, sanies lupinus, hircine, solstheim, skaal, silver, disease, werewolf, bloodlust",creatures
magicka,Magic,"Magicka is the raw arcane energy flowing from Aetherius into Mundus through the sun and stars, remnants of Magnus and the Magna Ge's departure from creation. Described as an aspect of the soul and the very sinews holding the planes together, it accumulates within mortals and is channeled to cast spells, enchant, and practice alchemy. A spellcaster's total magicka reserve is governed by their intelligence and racial or astrological affinities. Despite millennia of study by the Psijic Order and other scholars, fundamental mysteries regarding its generation and flow remain unresolved, and certain rare effects and artifacts can negate or silence its use entirely.","scholar, traveler, mage","Magicka is the raw energy used to cast spells and practice the arcane arts. It flows into Mundus from Aetherius through the sun and stars, and resides within all living souls. A spellcaster's available magicka is determined by their intelligence, and it naturally replenishes with rest.",common,"magic, magicka, aetherius, magnus, spellcasting, energy, arcane, mana, enchanting, alchemy",magic
enchanting,Enchantment,"Enchanting is the discipline of imbuing physical objects with magical properties, typically by trapping souls within soul gems to power the effect. Raven Direnni formalized the art in the First Era with her Rules of Eldritch Binding, dramatically reducing prior failure rates, though earlier grand enchanters like Ahzidal preceded her. The Ayleids extensively enchanted their possessions, and such durable artifacts remain highly prized. Vanus Galerion later standardized enchanting tools for public use, though he restricted their automation after laymen created dangerous objects. Today, the Mages Guild limits enchanting practice to higher-ranking members due to the temptation of Black Soul Gems. The craft overlaps with smithing, particularly in imbuing ebony with Daedric essences to forge Daedric gear. A skilled enchanter acts as a catalyst, drawing far greater power from an item than a novice could.","scholar, mage, smith","Enchanting imbues objects with magical effects, usually by trapping souls in soul gems to power them. The Mages Guild restricts the practice to trusted members due to the dangerous temptation of Black Soul Gems. Skilled enchanters draw far greater power from an item than novices, and Ayleid enchanted artifacts remain highly prized possessions.","common, mage","magic, enchanting, soul gems, enchantments, Raven Direnni, Ayleid, Mages Guild, Vanus Galerion, Battlespire, Daedric, Sigil Stones",magic
alchemy,,"Alchemy is the art and science of identifying the magical properties inherent in ingredients and combining them to produce potions with diverse temporary or permanent effects, such as healing, curing disease, water-walking, magical shielding, and fortifying bodily attributes. A practitioner's skill determines the range of properties they can discern in a given substance, the likelihood of successfully brewing a potion, and the resulting magnitude and duration of its effects. The potency of crafted concoctions is further influenced by the quality of the apparatus employed—such as retorts, calcinators, alembics, and mortars—and the practitioner's intelligence and luck. It remains a potentially powerful discipline for those who master its intricacies.","scholar, alchemist, healer, mage","Alchemy is the practice of identifying the magical properties within ingredients and brewing them into potions. These concoctions can produce various effects, such as healing, curing disease, or fortifying attributes. A practitioner's skill determines how many properties they can discern in an ingredient and the potency of the resulting mixture.",common,"alchemy, potions, ingredients, apparatus, magic, healing, crafting, disciplines",alchemy
soul_gems,Soul gem,"Soul gems are morpholiths used to bind souls at the moment of death, providing the vital energy required for enchanting, recharging magical items, animating constructs, or fueling destructive spells. Conventional gems shatter upon use, their capacity consumed by the binding. Lore holds that Molag Bal invested a portion of his power in their creation, and black variants are said to be refined in Coldharbour for greater efficiency. Azura's Star is a unique, indestructible relic that functions as a reusable vessel. The value of a filled gem corresponds to the trapped entity's power multiplied by the empty gem's base worth.","scholar, mage","Soul gems are specialized morpholiths used to trap the souls of creatures at the moment of death. The captured vital energy is essential for enchanting, recharging magical items, and animating constructs. Standard gems are consumed upon use, though the legendary Azura's Star serves as a reusable vessel.","common, mage","enchanting, soul trapping, morpholiths, Molag Bal, Azura's Star, conjuration, necromancy, magical foci",magic
divine_intervention,,"Divine Intervention is a Mysticism spell that instantly transports the caster to the nearest Imperial Cult shrine, typically located within an Imperial Legion fort. It serves as both an emergency escape and a rapid transit method across Morrowind, connecting sites such as Buckmoth, Moonmoth, and Ebonheart forts, Fort Pelagiad, Wolverine Hall, and the garrisons at Gnisis and Fort Frostmoth. The spell's alignment with the Imperial Cult reflects the syncretic religious framework established under the Empire, providing faithful and travelers alike with divine safeguard and swift passage to consecrated ground.","priest, scholar, imperial_cult","Divine Intervention is a Mysticism spell that instantly transports the caster to the nearest Imperial Cult shrine, usually within an Imperial Legion fort. It provides swift travel or escape to consecrated ground at forts across Morrowind, including Ebonheart, Buckmoth, Moonmoth, Pelagiad, Wolverine Hall, and frontier garrisons.","common, imperial_cult, priest","magic, spells, imperial_cult, intervention, teleportation, mysticism, shrines, imperial_legion, travel",magic
almsivi_intervention,,"Almsivi Intervention is a mysticism spell of great significance to the Tribunal Temple, invoking the power of the Almsivi to instantly transport the caster to the nearest Tribunal sanctuary. Devotees employ this miracle both as a desperate escape from peril and as a swift conveyance along pilgrimage routes, arriving directly at temple grounds in settlements such as Vivec, Balmora, Ald'ruhn, Gnisis, Molag Mar, and Mournhold. The spell's existence reflects the Temple's doctrine of the Tribunal's guardianship, providing the faithful with a tangible manifestation of divine protection and a practical link to their holy sites across Vvardenfell and beyond.","priest, scholar, tribunal_temple","Almsivi Intervention is a mysticism spell that instantly transports the caster to the nearest Tribunal Temple. Devout followers of the Almsivi use this miracle for swift travel or to escape danger, arriving safely at sanctuaries in major settlements like Vivec, Balmora, Ald'ruhn, Gnisis, Molag Mar, and Mournhold.","common, tribunal_temple, priest","magic, spell, intervention, ALMSIVI, Tribunal, Tribunal Temple, teleportation, mysticism, shrine, pilgrimage",magic
mark_and_recall,"Mark spell, Recall spell","Mark and Recall form a paired system of Mysticism spells enabling instantaneous long-distance transport. The Mark spell anchors a single locational reference point, visible on local maps, while Recall teleports the caster back to that fixed point from any range. Only one Mark can be sustained at a time; recasting it overrides the previous anchor. Without an established Mark, Recall produces no effect. This paired magic is highly valued by mages and travelers for rapid transit and emergency escape, representing a practical application of the school's principles governing spatial manipulation and teleportation.","scholar, mage, traveler","Mark and Recall are paired Mysticism spells for instantaneous travel. Mark places a single stationary anchor at the caster's location, while Recall teleports the caster back to that anchor from any distance. Only one Mark can exist at a time, and Recall fails without a prior anchor.","common, mage, traveler","magic, Mysticism, teleportation, travel, spells, Mark, Recall, intervention",magic
propylon_chambers,"Propylon Indexes, Dunmer stronghold travel","The Propylon Chambers are ancient teleportation devices housed within the ten Dunmer strongholds of Vvardenfell. Each chamber connects to neighboring strongholds through a network of magical pathways, enabling instantaneous transit across considerable distances. The system requires a Propylon Index—a specialized focusing crystal keyed to a specific destination—to activate transit to that stronghold. Without the appropriate index, the propylon remains inert. The indices are rare and scattered, their locations often unknown or guarded. The network stands as a testament to Dunmer architectural and arcane achievement, though much of its operational knowledge has been lost over the centuries, leaving the chambers largely dormant and their full potential unrealized.","scholar, esoteric, mage, dunmer","Ancient teleportation chambers built within the Dunmer strongholds of Vvardenfell. The propylon network permits instantaneous travel between strongholds, though each destination requires its corresponding Propylon Index to activate. Most chambers now lie dormant, their indices lost or scattered.","esoteric, scholar, dunmer","teleportation, Dunmer strongholds, Vvardenfell, Propylon Indices, ancient magic, travel network, Dunmer architecture, focusing crystals, strongholds, arcane devices",magic
kagrenacs_tools,"Tools of Kagrenac, Kagrenac's profane tools","Kagrenac's Tools are three legendary Dwemer artifacts—Wraithguard, Keening, and Sunder—forged by Lord Kagrenac to tap the divine power of Lorkhan's Heart. Wraithguard is a protective gauntlet, Sunder a hammer to strike the heart and draw power, and Keening a blade to flay and focus that power. Kagrenac's use of these tools during the Battle of Red Mountain coincided with the complete disappearance of the Dwemer. Recovered by Lord Nerevar and Voryn Dagoth, the tools became the center of a fatal dispute. The Tribunal later broke their oath and used them to attain godhood, while Dagoth Ur's unguarded exposure fused him to the Heart. The Dissident Priests consider these artifacts cursed, arguing that their corrupting influence has doomed both the Tribunal and Dagoth Ur.","scholar, esoteric, dwemer, mage, house_dagoth, tribunal_temple","Kagrenac's Tools are three Dwemer artifacts—Wraithguard, Keening, and Sunder—created to draw upon the divine power of Lorkhan's Heart. Their use at the Battle of Red Mountain coincided with the disappearance of the Dwemer. The Tribunal later used them to attain godhood, though many consider the tools cursed and inherently corrupting.","esoteric, dwemer, tribunal_temple","artifact, dwemer, lorkhan, heart, tribunal, dagoth_ur, wraithguard, keening, sunder, red_mountain, kagrenac",artifacts
keening,Kagrenac's dagger,"Keening is a legendary Dwemer short blade forged by Lord Kagrenac, Tonal Architect of the lost Dwemer race. Alongside Sunder and Wraithguard, it forms the essential toolset required to tap the mythic power of the Heart of Lorkhan. Following the Battle of Red Mountain, the Tribunal claimed the tools, though Keening and Sunder were eventually lost during a Third Era pilgrimage to the Heart. The blade now rests within the Odrosal citadel, deep within the Red Mountain region. Keening channels profound tonal resonances; to wield it barehanded is to suffer immediate mortal devastation, necessitating Wraithguard's protective enchantment to safely harness its power.","scholar, esoteric, dwemer, mage, house_dagoth","Keening is a legendary Dwemer dagger forged by Lord Kagrenac. Together with Sunder and Wraithguard, it is one of the three tools required to handle the Heart of Lorkhan. The Tribunal once possessed these artifacts after the Battle of Red Mountain, but Keening was later lost and remains hidden within the Red Mountain region.","esoteric, dwemer","artifact, Dwemer, Kagrenac, Tonal Architecture, Heart of Lorkhan, Keening, Sunder, Wraithguard, Red Mountain, House Dagoth, Odrosal, Almsivi",artifacts
sunder,Kagrenac's hammer,"Sunder is a legendary Dwemer hammer crafted by Lord Kagrenac, Tonal Architect of the Dwemer. Alongside Keening and Wraithguard, it forms the toolset necessary to manipulate the Heart of Lorkhan. Following the Battle of Red Mountain, the Almsivi claimed all three tools, though Sunder and Keening were eventually lost during a Third Era pilgrimage to the Heart. The hammer currently resides within Vemynal, held by Dagoth Vemyn of the Sixth House. Without the protective ward of Wraithguard, handling Sunder inflicts a lethal mortal wound upon the wielder.","scholar, esoteric, dwemer, mage, house_dagoth","Sunder is a legendary Dwemer hammer crafted by Lord Kagrenac to manipulate the Heart of Lorkhan. Alongside Keening and Wraithguard, it is essential for tapping the Heart's divine power. Following the Battle of Red Mountain, the Almsivi acquired the tools, but Sunder was later lost and fell into the hands of House Dagoth. It cannot be safely wielded without Wraithguard.","esoteric, dwemer, house_dagoth","artifact, Dwemer, Kagrenac, Tonal Architecture, Heart of Lorkhan, Keening, Wraithguard, House Dagoth, Dagoth Vemyn, Red Mountain, hammer",artifacts
